"hash_type","hash","rows","labels","sources","notes","sample_ids","sample_method","sample_path","sample_query"
"endpoint_shape_hash","be96cb64e07804cae3a36fe6","109","0|1","csic_2010","csic_anomalous|csic_crlf|csic_normal|csic_xss","norm_csic_002734|norm_csic_002154|pos_csic_002856|norm_csic_000577|norm_csic_000444|norm_csic_002073|norm_csic_000059|norm_csic_002074|norm_csic_002153|norm_csic_001395","GET","/tienda1/publico/autenticar.jsp","modo=entrar&login=shan-min&pwd=mu9d6c09&remember=on&B1=Entrar"
"endpoint_shape_hash","967394eefd65bc0447ed2f6a","107","0|1","csic_2010","csic_anomalous|csic_crlf|csic_normal|csic_sqli|csic_xss","norm_csic_000638|norm_csic_001145|norm_csic_002676|norm_csic_000847|norm_csic_002470|norm_csic_002418|norm_csic_002686|norm_csic_001294|norm_csic_002724|norm_csic_000519","GET","/tienda1/publico/pagar.jsp","modo=insertar&precio=4906&B1=Confirmar"
"endpoint_shape_hash","c83e810ec6ef25dd9fb57c82","106","0|1","csic_2010","csic_anomalous|csic_normal|csic_traversal","norm_csic_001742|norm_csic_000834|norm_csic_001151|norm_csic_000954|pos_csic_001398|norm_csic_002358|norm_csic_000287|norm_csic_000492|norm_csic_002494|norm_csic_002894","GET","/tienda1/publico/anadir.jsp","id=3&nombre=Vino+Rioja&precio=100&cantidad=61&B1=A%F1adir+al+carrito"
"endpoint_shape_hash","daee0ee5793ff8351649812a","106","0|1","csic_2010","csic_anomalous|csic_normal|csic_sqli|csic_traversal|csic_xss","norm_csic_001013|pos_csic_002832|norm_csic_001666|pos_csic_002474|norm_csic_000586|norm_csic_001554|norm_csic_001478|norm_csic_000110|norm_csic_001898|norm_csic_002145","GET","/tienda1/publico/entrar.jsp","errorMsg=Credenciales+incorrectas"
"endpoint_shape_hash","fceb43b2b393abbe2c9c4f52","105","0|1","csic_2010","csic_anomalous|csic_crlf|csic_normal|csic_sqli|csic_traversal","pos_csic_000341|norm_csic_000354|norm_csic_001383|norm_csic_001263|pos_csic_002868|pos_csic_002100|norm_csic_002572|norm_csic_002327|pos_csic_001461|norm_csic_001586","GET","/tienda1/miembros/editar.jsp","modo=registro&login=marjan&password=ce16esi4a9&nombre=Rene%E9&apellidos=Pi%F1ol+Monguzzi&email=clapham.gravey%40juguetespersonales.ye&dni=79234827B&direccion=Merce%2C+182+&ciudad=Villagarc%EDa+de+Campos&cp=34305&provincia=Alicante&ntc=780906401924818&B1=Registrar"
"endpoint_shape_hash","c4854d504c31c153d1e0cea7","103","0|1","csic_2010","csic_anomalous|csic_crlf|csic_normal|csic_sqli|csic_xss","norm_csic_000518|norm_csic_000195|norm_csic_000583|pos_csic_002397|norm_csic_000304|norm_csic_000160|norm_csic_002711|norm_csic_002524|norm_csic_000872|norm_csic_000303","GET","/tienda1/publico/vaciar.jsp","B2=Vaciar+carrito"
"endpoint_shape_hash","7bd29905dc99b11223629b07","99","0|1","csic_2010","csic_anomalous|csic_crlf|csic_normal|csic_sqli|csic_xss","norm_csic_001678|norm_csic_001675|pos_csic_001260|norm_csic_000930|norm_csic_001303|norm_csic_002270|norm_csic_000967|norm_csic_002093|norm_csic_001397|pos_csic_002467","GET","/tienda1/publico/caracteristicas.jsp","id=2"
"endpoint_shape_hash","ad5a6000f5e8069538a853fb","98","0|1","csic_2010","csic_anomalous|csic_crlf|csic_normal|csic_xss","norm_csic_001579|norm_csic_000654|norm_csic_001163|pos_csic_001460|norm_csic_001509|norm_csic_000764|norm_csic_001455|norm_csic_001422|norm_csic_000360|norm_csic_000791","GET","/tienda1/publico/registro.jsp","modo=registro&login=marg&password=77603O8adA&nombre=Brayam&apellidos=Cheres+Ochoa&email=salvilla%40mtos.pr&dni=02124892Z&direccion=Petxina%2C+77%2C+2B&ciudad=Vallanca&cp=34475&provincia=Valencia&ntc=6113595872626667&B1=Registrar"
"endpoint_shape_hash","33eec6f8a8f56db69ffb8fa6","92","0","csic_2010","csic_normal","norm_csic_002271|norm_csic_000351|norm_csic_001982|norm_csic_000832|norm_csic_001320|norm_csic_001281|norm_csic_002626|norm_csic_001047|norm_csic_000327|norm_csic_000517","GET","/tienda1/global/titulo.jsp",""
"endpoint_shape_hash","7b19c2b780647a638b94b199","92","0","csic_2010","csic_normal","norm_csic_000894|norm_csic_002083|norm_csic_001075|norm_csic_000981|norm_csic_000850|norm_csic_001134|norm_csic_001274|norm_csic_001806|norm_csic_000607|norm_csic_001338","GET","/tienda1/publico/productos.jsp",""
"endpoint_shape_hash","f1394097e7fedc1af8ae155e","92","0","csic_2010","csic_normal","norm_csic_002872|norm_csic_001991|norm_csic_001430|norm_csic_001542|norm_csic_001065|norm_csic_001766|norm_csic_001250|norm_csic_000544|norm_csic_001680|norm_csic_000899","GET","/tienda1/miembros/salir.jsp",""
"endpoint_shape_hash","a8f925ca66d17e44d6574eaf","91","0","csic_2010","csic_normal","norm_csic_002059|norm_csic_001180|norm_csic_002312|norm_csic_002459|norm_csic_000187|norm_csic_001095|norm_csic_000689|norm_csic_001620|norm_csic_002405|norm_csic_001388","GET","/tienda1/miembros/imagenes/ogono.jpg",""
"endpoint_shape_hash","41ed3085c210478b98ef0335","89","0","csic_2010","csic_normal","norm_csic_002467|norm_csic_001140|norm_csic_002935|norm_csic_000857|norm_csic_001711|norm_csic_000095|norm_csic_000329|norm_csic_002465|norm_csic_002879|norm_csic_001308","GET","/tienda1/imagenes/nuestratierra.jpg",""
"endpoint_shape_hash","cae334335975eab70d52dbbc","89","0","csic_2010","csic_normal","norm_csic_001578|norm_csic_002776|norm_csic_001244|norm_csic_000835|norm_csic_002875|norm_csic_001419|norm_csic_002478|norm_csic_000415|norm_csic_000514|norm_csic_000661","GET","/tienda1/global/menum.jsp",""
"endpoint_shape_hash","ef8fab9fb0e7c3e08484100b","89","0","csic_2010","csic_normal","norm_csic_000792|norm_csic_001437|norm_csic_002573|norm_csic_000353|norm_csic_001927|norm_csic_000787|norm_csic_000355|norm_csic_000929|norm_csic_002829|norm_csic_002436","GET","/tienda1/global/creditos.jsp",""
"endpoint_shape_hash","8ca6698970b74cfa784571a0","88","0","csic_2010","csic_normal","norm_csic_000122|norm_csic_002149|norm_csic_002400|norm_csic_002750|norm_csic_002308|norm_csic_000861|norm_csic_000534|norm_csic_001958|norm_csic_001486|norm_csic_001932","GET","/tienda1/imagenes/3.gif",""
"endpoint_shape_hash","b33e5e62c64c74b7459900c8","88","0","csic_2010","csic_normal","norm_csic_002536|norm_csic_000569|norm_csic_002430|norm_csic_000167|norm_csic_002474|norm_csic_000874|norm_csic_001008|norm_csic_002118|norm_csic_002789|norm_csic_000542","GET","/tienda1/publico/miembros.jsp",""
"endpoint_shape_hash","fcee56eeb65c51abcb3f7291","87","0","csic_2010","csic_normal","norm_csic_001594|norm_csic_001966|norm_csic_002284|norm_csic_001555|norm_csic_001590|norm_csic_002052|norm_csic_000184|norm_csic_001048|norm_csic_000075|norm_csic_001612","GET","/tienda1/imagenes/logo.gif",""
"endpoint_shape_hash","1e3f7edc2e37c94d1cf22e9b","86","0","csic_2010","csic_normal","norm_csic_000671|norm_csic_002183|norm_csic_000946|norm_csic_000131|norm_csic_000001|norm_csic_001276|norm_csic_002618|norm_csic_001990|norm_csic_001960|norm_csic_000877","GET","/tienda1/miembros/imagenes/zarauz.jpg",""
"endpoint_shape_hash","d29c0c25cc40d117dfd20dfc","85","0","csic_2010","csic_normal","norm_csic_002544|norm_csic_000309|norm_csic_000760|norm_csic_000980|norm_csic_000641|norm_csic_002443|norm_csic_002158|norm_csic_002226|norm_csic_002404|norm_csic_000973","GET","/tienda1/imagenes/cmenbul.gif",""
"endpoint_shape_hash","3d0d61442b0741793d39b0f0","83","0","csic_2010","csic_normal","norm_csic_002600|norm_csic_000895|norm_csic_001812|norm_csic_000108|norm_csic_002129|norm_csic_002106|norm_csic_002893|norm_csic_000196|norm_csic_000617|norm_csic_000825","GET","/tienda1/miembros/index.jsp",""
"endpoint_shape_hash","1f0a4d8d5f1eedf366c3a26d","81","0","csic_2010","csic_normal","norm_csic_000140|norm_csic_000072|norm_csic_001181|norm_csic_001391|norm_csic_000162|norm_csic_002830|norm_csic_000525|norm_csic_000524|norm_csic_002923|norm_csic_001585","GET","/tienda1/miembros/fotos.jsp",""
"endpoint_shape_hash","257e3d0ed2b8ef8323c76703","80","0","csic_2010","csic_normal","norm_csic_000478|norm_csic_002591|norm_csic_000704|norm_csic_001800|norm_csic_002256|norm_csic_000538|norm_csic_001912|norm_csic_000600|norm_csic_001142|norm_csic_002014","GET","/tienda1/imagenes/1.gif",""
"endpoint_shape_hash","f7f22e3ec916e3e216e276d2","80","0","csic_2010","csic_normal","norm_csic_002956|norm_csic_002699|norm_csic_002844|norm_csic_001466|norm_csic_000909|norm_csic_001457|norm_csic_002055|norm_csic_001589|norm_csic_000744|norm_csic_002388","GET","/tienda1/publico/carrito.jsp",""
"endpoint_shape_hash","ae2437639ec26c50ae653085","77","0","csic_2010","csic_normal","norm_csic_002945|norm_csic_002653|norm_csic_000497|norm_csic_001189|norm_csic_001836|norm_csic_002997|norm_csic_002922|norm_csic_000006|norm_csic_001849|norm_csic_001622","GET","/tienda1/index.jsp",""
"endpoint_shape_hash","67f07aad6bbaed4e73b4bf73","76","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_001085|norm_modsec_learn_001084|norm_modsec_learn_002279|norm_modsec_learn_000539|norm_modsec_learn_002282|norm_modsec_learn_002281|norm_modsec_learn_001669|norm_modsec_learn_000531|norm_modsec_learn_001075|norm_modsec_learn_001673","GET","/","v=1651789953"
"endpoint_shape_hash","672e56d4297b08dd10ee85ab","75","0","csic_2010","csic_normal","norm_csic_002559|norm_csic_001452|norm_csic_002363|norm_csic_001870|norm_csic_002948|norm_csic_002433|norm_csic_001623|norm_csic_002287|norm_csic_001652|norm_csic_002827","GET","/tienda1/global/estilos.css",""
"endpoint_shape_hash","293095655dad26def66d8811","73","0","csic_2010","csic_normal","norm_csic_000422|norm_csic_001895|norm_csic_001659|norm_csic_002696|norm_csic_002753|norm_csic_002034|norm_csic_001067|norm_csic_001703|norm_csic_001785|norm_csic_002291","GET","/tienda1/imagenes/2.gif",""
"endpoint_shape_hash","4bb0bbc2008e49f98ec1663d","70","0","csic_2010","csic_normal","norm_csic_002260|norm_csic_001201|norm_csic_000721|norm_csic_000795|norm_csic_000706|norm_csic_000428|norm_csic_001236|norm_csic_002698|norm_csic_001408|norm_csic_002489","GET","/tienda1/miembros/imagenes/castro.jpg",""
"endpoint_shape_hash","40e58a1a6773e07029e0ade1","50","0","openappsec_legitimate","normal","norm_legitimate_000482|norm_legitimate_000440|norm_legitimate_000495|norm_legitimate_000342|norm_legitimate_000462|norm_legitimate_000368|norm_legitimate_000459|norm_legitimate_000497|norm_legitimate_000447|norm_legitimate_000516","GET","/abercrombie-hco/main/01925b7e611c00235587ad358c5c05075002306d0093c","callback=utag.ut%5B%22writevamain%22%5D&rnd=1728112090148&tealium_cookie_domain=.abercrombie.com"
"endpoint_shape_hash","79f921f30aba5f2e6eb4b8bf","50","0","openappsec_legitimate","normal","norm_legitimate_001746|norm_legitimate_001768|norm_legitimate_001738|norm_legitimate_001713|norm_legitimate_001756|norm_legitimate_001712|norm_legitimate_001684|norm_legitimate_001761|norm_legitimate_001773|norm_legitimate_001769","POST","/collector/tp2",""
"endpoint_shape_hash","522bd468706b7eef6b8ab6c2","46","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_000795|norm_modsec_learn_002509|norm_modsec_learn_002946|norm_modsec_learn_001922|norm_modsec_learn_002950|norm_modsec_learn_002940|norm_modsec_learn_002521|norm_modsec_learn_002485|norm_modsec_learn_002486|norm_modsec_learn_002949","GET","/","id=2789806354365246&ev=test128&dl=https%3A%2F%2Fwww.foxhome.co.il%2Fbedroom&rl=https%3A%2F%2Fwww.foxhome.co.il%2F&if=false&ts=1660486406706&sw=1920&sh=1080&v=2.9.75&r=stable&ec=1&o=30&fbp=fb.2.1660486299018.1137464632&it=1660486406100&coo=false&rqm=GET"
"endpoint_shape_hash","2ca884809fce44d1ce7910d3","45","0","openappsec_legitimate","normal","norm_legitimate_002678|norm_legitimate_002684|norm_legitimate_002688|norm_legitimate_001484|norm_legitimate_001310|norm_legitimate_001480|norm_legitimate_002138|norm_legitimate_001483|norm_legitimate_002701|norm_legitimate_001459","POST","/domainreliability/upload",""
"endpoint_shape_hash","bf623a492bf701f39e7f7e05","45","0","openappsec_legitimate","normal","norm_legitimate_002035|norm_legitimate_002280|norm_legitimate_002006|norm_legitimate_002025|norm_legitimate_002386|norm_legitimate_002289|norm_legitimate_001999|norm_legitimate_002414|norm_legitimate_002068|norm_legitimate_002294","POST","/v2_1","p=js&v=1.15.0&t=1720601331355&sid=2c3ceoj33aquoc042jqtwn4r"
"endpoint_shape_hash","843c6d4ed1d5835840d91330","44","1","owasp_modsecurity","owasp_php_injection:933150","pos_owasp_modsec_001006|pos_owasp_modsec_000941|pos_owasp_modsec_001195|pos_owasp_modsec_000307|pos_owasp_modsec_000192|pos_owasp_modsec_001994|pos_owasp_modsec_002224|pos_owasp_modsec_000079|pos_owasp_modsec_001667|pos_owasp_modsec_002720","GET","/d_3b1ec613/d_bd205cb5/gzdecodes.php",""
"endpoint_shape_hash","9f4f6dd7362e9bfd0bead597","42","0","openappsec_legitimate","normal","norm_legitimate_000242|norm_legitimate_000264|norm_legitimate_000254|norm_legitimate_000263|norm_legitimate_000260|norm_legitimate_000273|norm_legitimate_000255|norm_legitimate_000267|norm_legitimate_000232|norm_legitimate_000244","POST","/rb_bf04553ytd","type=js3&sn=v_4_srv_8_sn_8D599C6152B1E85EB675338EEAE8B92B_perc_100000_ol_0_mul_1_app-3A8b2a7e44ceb3fcd4_1_app-3A165a5cc5c5fd7c11_1_rcs-3Acss_0&svrid=8&flavor=post&vi=CTQAIUEDFOKQVBNOJJKPQWVFHARARKRU-0&contentType=srTe&modifiedSince=1728321678686&rf=https%3A%2F%2Fwww.aa.com%2Fi18n%2Fmoresearch.jsp%3F"
"endpoint_shape_hash","ea72e496447f3991981c2369","42","1","owasp_modsecurity","owasp_php_injection:933100|owasp_sqli:932115|owasp_sqli:933160|owasp_sqli:942100|owasp_sqli:942280","pos_owasp_modsec_000134|pos_owasp_modsec_000798|pos_owasp_modsec_000511|pos_owasp_modsec_001034|pos_owasp_modsec_002466|pos_owasp_modsec_000960|pos_owasp_modsec_002458|pos_owasp_modsec_002114|pos_owasp_modsec_001470|pos_owasp_modsec_001248","POST","/wp-login.php",""
"endpoint_shape_hash","a4775ef00fc3b693165a7c35","39","0","openappsec_legitimate","normal","norm_legitimate_001784|norm_legitimate_001787|norm_legitimate_001745|norm_legitimate_001801|norm_legitimate_001813|norm_legitimate_001800|norm_legitimate_001715|norm_legitimate_001812|norm_legitimate_001790|norm_legitimate_001791","POST","/recs/v1/precs/preconfigured",""
"endpoint_shape_hash","d2051668b10e9f7535c3e072","39","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_002032|norm_modsec_learn_002035|norm_modsec_learn_002010|norm_modsec_learn_002034|norm_modsec_learn_002022|norm_modsec_learn_002013|norm_modsec_learn_002017|norm_modsec_learn_002023|norm_modsec_learn_002019|norm_modsec_learn_002029","GET","/","pb=!1m5!1m4!1i7!2i31!3i56!4i256!2m3!1e0!2sm!3i619351296!3m17!2sen-US!3sUS!5e18!12m4!1e68!2m2!1sset!2sRoadmap!12m3!1e37!2m1!1ssmartmaps!12m4!1e26!2m2!1sstyles!2zcy50OjMzfHMuZTpsfHAudjpvZmYscy50OjJ8cC52Om9mZixzLnQ6MzV8cC52Om9mZixzLnQ6MzN8cC52Om9mZixzLnQ6MjF8cC52Om9mZg!4e0&key=PRESENT&channel=for_sale_"
"endpoint_shape_hash","36d74f89413490338056ff2e","38","0","openappsec_legitimate","normal","norm_legitimate_001023|norm_legitimate_000927|norm_legitimate_001514|norm_legitimate_000843|norm_legitimate_000931|norm_legitimate_001423|norm_legitimate_001299|norm_legitimate_000824|norm_legitimate_000883|norm_legitimate_000884","POST","/p",""
"endpoint_shape_hash","a839e88b850634b7a52f36a4","38","0","openappsec_legitimate","normal","norm_legitimate_000713|norm_legitimate_000676|norm_legitimate_000699|norm_legitimate_000687|norm_legitimate_000709|norm_legitimate_000703|norm_legitimate_000701|norm_legitimate_000677|norm_legitimate_000705|norm_legitimate_000678","GET","/shopping","q=tbn:ANd9GcSNoaiiwTpBHt9uKWGTg8t53Xqg5zp6RPGhyAfBGQI3wlzzqRrxtPYW77QqOGchLO6cU2g5z6c3shce16hx26f1UEpDnDgmOj8IH9SFpvqh"
"endpoint_shape_hash","bd47b0d93a416661f543ee36","36","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_000214|norm_modsec_learn_000207|norm_modsec_learn_000220|norm_modsec_learn_000188|norm_modsec_learn_000198|norm_modsec_learn_000203|norm_modsec_learn_000206|norm_modsec_learn_000209|norm_modsec_learn_000218|norm_modsec_learn_000205","GET","/","id=OIP.oe9eLCcJaEsq4Fo7HZy71AHaFl&pid=Api&P=0&w=215&h=163"
"endpoint_shape_hash","7211fbbda246eed6afca9c1b","34","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_002617|norm_modsec_learn_002602|norm_modsec_learn_002612|norm_modsec_learn_002615|norm_modsec_learn_002609|norm_modsec_learn_002606|norm_modsec_learn_002633|norm_modsec_learn_002603|norm_modsec_learn_002607|norm_modsec_learn_002630","GET","/","pb=!1m5!1m4!1i17!2i78451!3i54550!4i256!2m3!1e0!2sm!3i614297969!3m12!2siw!3sIL!5e18!12m4!1e68!2m2!1sset!2sRoadmap!12m3!1e37!2m1!1ssmartmaps!4e0!23i1379903&key=PRESENT&token=PRESENT"
"endpoint_shape_hash","2d917a5d23321e05313fe97e","33","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_002111|norm_modsec_learn_001520|norm_modsec_learn_000939|norm_modsec_learn_001497|norm_modsec_learn_000938|norm_modsec_learn_000334|norm_modsec_learn_000946|norm_modsec_learn_001474|norm_modsec_learn_001479|norm_modsec_learn_001517","GET","/","random=1663172142304&cv=9&fst=1663171200000&num=1&bg=ffffff&guid=ON&u_h=1080&u_w=1920&u_ah=1040&u_aw=1920&u_cd=24&u_his=3&u_tz=0&u_java=false&u_nplug=5&u_nmime=2&gtm=2oa9c0&sendb=1&data=event%3Dgtag.config&frm=0&url=https%3A%2F%2Fwww.shutterfly.com%2Fcards-stationery%2Fremovable%2Bstickers--stickers"
"endpoint_shape_hash","c91c28027a9ac6cfb04deba1","33","0","openappsec_legitimate","normal","norm_legitimate_001925|norm_legitimate_001873|norm_legitimate_001854|norm_legitimate_001916|norm_legitimate_001913|norm_legitimate_001872|norm_legitimate_001933|norm_legitimate_001931|norm_legitimate_001907|norm_legitimate_001893","POST","/bulk",""
"endpoint_shape_hash","a8c3b7768a62666d8409ff3c","32","0","openappsec_legitimate","normal","norm_legitimate_002075|norm_legitimate_002627|norm_legitimate_001305|norm_legitimate_002358|norm_legitimate_002094|norm_legitimate_001429|norm_legitimate_002626|norm_legitimate_002656|norm_legitimate_001348|norm_legitimate_001301","POST","/.well-known/attribution-reporting/debug/verbose",""
"endpoint_shape_hash","2bfb96323c3fad1ac6b269cf","31","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_002867|norm_modsec_learn_002892|norm_modsec_learn_002877|norm_modsec_learn_002893|norm_modsec_learn_002870|norm_modsec_learn_002874|norm_modsec_learn_002886|norm_modsec_learn_002875|norm_modsec_learn_002884|norm_modsec_learn_002869","GET","/","vc=1.1&vv=1.1&ctid=GTM-5T9932C&idx=1&event_name=gtm.init_consent&variable_name=dlv%20-%20ecommerce.impressions&channels=&tag_names=&dlKey=ecommerce.impressions&dlValue=undefined&cond=required&condValue=true&url=https%3A%2F%2Fstoryonline.co.il%2Fcollections%2Fsumer-sale-22-%25D7%25A0%25D7%25A9%25D7%2"
"endpoint_shape_hash","367eec08454d160cc4a0d18b","27","1","owasp_modsecurity","owasp_sqli:942100","pos_owasp_modsec_002432|pos_owasp_modsec_001388|pos_owasp_modsec_002346|pos_owasp_modsec_002013|pos_owasp_modsec_001427|pos_owasp_modsec_000604|pos_owasp_modsec_001061|pos_owasp_modsec_001493|pos_owasp_modsec_001152|pos_owasp_modsec_001284","POST","/d_43826a23",""
"endpoint_shape_hash","7425bfc319106bfc0cb24445","27","1","owasp_modsecurity","owasp_rce:932150|owasp_xss:932150","pos_owasp_modsec_001696|pos_owasp_modsec_001378|pos_owasp_modsec_002360|pos_owasp_modsec_000648|pos_owasp_modsec_002050|pos_owasp_modsec_002443|pos_owasp_modsec_000305|pos_owasp_modsec_000127|pos_owasp_modsec_000359|pos_owasp_modsec_000352","POST","/wp-plain.php",""
"endpoint_shape_hash","ddd91e89a79c12125158c9a9","27","1","owasp_modsecurity","owasp_sqli:942100","pos_owasp_modsec_000105|pos_owasp_modsec_002205|pos_owasp_modsec_001918|pos_owasp_modsec_002905|pos_owasp_modsec_001606|pos_owasp_modsec_001591|pos_owasp_modsec_001045|pos_owasp_modsec_002277|pos_owasp_modsec_001439|pos_owasp_modsec_002357","POST","/d_c8655413",""
"endpoint_shape_hash","1d1d6ccb90cbf68fec18555f","26","0","openappsec_legitimate","normal","norm_legitimate_002808|norm_legitimate_002813|norm_legitimate_002805|norm_legitimate_002780|norm_legitimate_002790|norm_legitimate_002810|norm_legitimate_002809|norm_legitimate_002785|norm_legitimate_002770|norm_legitimate_002729","POST","/gql/v1","bookingFlow=LEISURE"
"endpoint_shape_hash","33e7d9e35a4c1e9099c29bd7","26","0","openappsec_legitimate","normal","norm_legitimate_002455|norm_legitimate_002493|norm_legitimate_002506|norm_legitimate_002480|norm_legitimate_002486|norm_legitimate_002456|norm_legitimate_002513|norm_legitimate_002454|norm_legitimate_002495|norm_legitimate_002497","POST","/api/nuxt/en/analytics/visitlog",""
"endpoint_shape_hash","de5016414f2b1839a2c96795","26","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_000562|norm_modsec_learn_001724|norm_modsec_learn_001722|norm_modsec_learn_001720|norm_modsec_learn_002309|norm_modsec_learn_001115|norm_modsec_learn_000559|norm_modsec_learn_001112|norm_modsec_learn_001113|norm_modsec_learn_001114","GET","/","ver=3.8.5"
"endpoint_shape_hash","8da8ea3aecd4e56aa3562573","25","0","openappsec_legitimate","normal","norm_legitimate_000536|norm_legitimate_000472|norm_legitimate_000340|norm_legitimate_000506|norm_legitimate_000541|norm_legitimate_000534|norm_legitimate_000537|norm_legitimate_000543|norm_legitimate_001001|norm_legitimate_000544","GET","/WRSiteInterceptEngine/","Q_ZID=ZN_6LQgOFCfs1YJxVs&Q_LOC=https%3A%2F%2Fwww.abercrombie.com%2Fshop%2Fwd%2Fwomens-outerwear-and-jackets-new-arrivals"
"endpoint_shape_hash","b96443971c17b74dbefb85ee","24","0","modsec_learn_legitimate","modsec_learn_legitimate","norm_modsec_learn_001156|norm_modsec_learn_001157|norm_modsec_learn_001154|norm_modsec_learn_001162|norm_modsec_learn_001164|norm_modsec_learn_001169|norm_modsec_learn_001163|norm_modsec_learn_001165|norm_modsec_learn_001155|norm_modsec_learn_002347","GET","/","_=1660481808876"
